txn_id,txn_date,amount,direction,description,reference,bank_type_code,running_balance
BT-000446,2026-08-13,7490.25,debit,CHECK PAID 4332,4332,CHK,523042.72
BT-000454,2026-08-13,3771.65,credit,REMOTE DEP TIMPANOGOS COFFEE INV8459,INV8459,ACH-CR,526814.37
BT-000456,2026-08-13,1098.10,credit,REMOTE DEP MOAB TRADING POST INV8140,INV8140,ACH-CR,527912.47
BT-000459,2026-08-13,2779.50,debit,CHECK PAID 4340,4340,CHK,525132.97
BT-000466,2026-08-13,2745.00,credit,REMOTE DEP OGDEN STREET FOODS INV8786,INV8786,ACH-CR,527877.97
BT-000475,2026-08-13,3752.40,debit,CHECK PAID 4347,4347,CHK,524125.57
BT-000491,2026-08-13,3422.75,credit,REMOTE DEP FREMONT SPG WTR,,ACH-CR,527548.32
BT-000493,2026-08-13,1780.35,credit,ACH DEP KANAB CRK SPLY,,ACH-CR,529328.67
BT-000498,2026-08-13,2063.35,credit,REMOTE DEP OGDEN ST FOODS,,ACH-CR,531392.02
BT-000532,2026-08-13,423.75,credit,ACH CREDIT ALTAVISTA BSTRO,,ACH-CR,531815.77
BT-000558,2026-08-13,3128.65,debit,ACH DEBIT ZION COLD STORAGE,,ACH-DR,528687.12
BT-000599,2026-08-13,1063.50,debit,ACH DEBIT ZION COLD STORAGE,,ACH-DR,527623.62
BT-000604,2026-08-13,442.00,credit,ACH DEP ALTA VISTA BISTRO INV8363,INV8363,ACH-CR,528065.62
BT-000020,2026-08-14,5419.15,credit,ACH DEP HEBER VALLEY FOODS INV8914,INV8914,ACH-CR,533484.77
BT-000093,2026-08-14,1018.55,credit,ACH DEP SNOWBASIN CATERING INV8818,INV8818,ACH-CR,534503.32
BT-000096,2026-08-14,1093.65,debit,CHECK PAID 4151,4151,CHK,533409.67
BT-000102,2026-08-14,843.45,debit,CHECK PAID 4155,4155,CHK,532566.22
BT-000108,2026-08-14,5571.15,debit,CHECK PAID 4156,4156,CHK,526995.07
BT-000129,2026-08-14,780.50,credit,ACH DEP COPPER RIDGE MARKET INV8116,INV8116,ACH-CR,527775.57
BT-000159,2026-08-14,8293.50,debit,CHECK PAID 4182,4182,CHK,519482.07
BT-000192,2026-08-14,5447.30,debit,CHECK PAID 4198,4198,CHK,514034.77
BT-000198,2026-08-14,2998.55,debit,CHECK PAID 4201,4201,CHK,511036.22
BT-000202,2026-08-14,5374.85,credit,ACH DEP SALTAIR SUPPER CLUB INV8403,INV8403,ACH-CR,516411.07
BT-000251,2026-08-14,1121.20,debit,CHECK PAID 4226,4226,CHK,515289.87
BT-000264,2026-08-14,1211.80,credit,ACH DEP JUNIPER TABLE INV8761,INV8761,ACH-CR,516501.67
BT-000304,2026-08-14,8078.15,debit,CHECK PAID 4251,4251,CHK,508423.52
BT-000324,2026-08-14,987.35,credit,ACH DEP GRANITE PEAK FOODS INV8905,INV8905,ACH-CR,509410.87
BT-000342,2026-08-14,5473.90,debit,CHECK PAID 4276,4276,CHK,503936.97
BT-000377,2026-08-14,223.30,debit,CHECK PAID 4296,4296,CHK,503713.67
BT-000407,2026-08-14,955.20,debit,CHECK PAID 4314,4314,CHK,502758.47
BT-000419,2026-08-14,2729.90,debit,CHECK PAID 4321,4321,CHK,500028.57
BT-000438,2026-08-14,7258.15,credit,REMOTE DEP TIMPANOGOS COFFEE INV8230,INV8230,ACH-CR,507286.72
BT-000462,2026-08-14,6334.30,credit,ACH CREDIT LAKESIDE GRILL INV8059,INV8059,ACH-CR,513621.02
BT-000517,2026-08-14,270.75,credit,DEPOSIT PROVO PROVSNS,,ACH-CR,513891.77
BT-000542,2026-08-14,4684.10,credit,REMOTE DEP BATCH 543,,DEP,518575.87
BT-000600,2026-08-14,1063.50,debit,ACH DEBIT ZION COLD STORAGE,,ACH-DR,517512.37
BT-000038,2026-08-17,6072.25,debit,CHECK PAID 4123,4123,CHK,511440.12
BT-000046,2026-08-17,2801.65,debit,CHECK PAID 4128,4128,CHK,508638.47
BT-000079,2026-08-17,7093.95,debit,CHECK PAID 4145,4145,CHK,501544.52
BT-000189,2026-08-17,7683.65,debit,CHECK PAID 4196,4196,CHK,493860.87
BT-000200,2026-08-17,700.55,credit,ACH DEP GRANITE PEAK FOODS INV8055,INV8055,ACH-CR,494561.42
BT-000201,2026-08-17,1728.20,debit,CHECK PAID 4202,4202,CHK,492833.22
BT-000213,2026-08-17,2006.75,credit,ACH DEP TIMPANOGOS COFFEE INV8353,INV8353,ACH-CR,494839.97
BT-000218,2026-08-17,17953.50,debit,CHECK PAID 4209,4209,CHK,476886.47
BT-000224,2026-08-17,457.20,credit,ACH DEP BRIGHTON BISTRO INV8379,INV8379,ACH-CR,477343.67
BT-000285,2026-08-17,402.30,debit,CHECK PAID 4240,4240,CHK,476941.37
BT-000299,2026-08-17,6281.90,credit,ACH DEP LOGAN CANYON CAFE INV8211,INV8211,ACH-CR,483223.27
BT-000316,2026-08-17,695.40,debit,CHECK PAID 4258,4258,CHK,482527.87
BT-000331,2026-08-17,2500.25,credit,ACH DEP LOGAN CANYON CAFE INV8126,INV8126,ACH-CR,485028.12
BT-000355,2026-08-17,201.50,credit,ACH DEP RED BUTTE DINER INV8244,INV8244,ACH-CR,485229.62
BT-000369,2026-08-17,6824.30,debit,CHECK PAID 4290,4290,CHK,478405.32
BT-000370,2026-08-17,2609.00,debit,CHECK PAID 4291,4291,CHK,475796.32
BT-000374,2026-08-17,5703.20,debit,CHECK PAID 4294,4294,CHK,470093.12
BT-000379,2026-08-17,4790.25,debit,CHECK PAID 4297,4297,CHK,465302.87
BT-000394,2026-08-17,3125.85,debit,CHECK PAID 4307,4307,CHK,462177.02
BT-000406,2026-08-17,4519.85,debit,CHECK PAID 4313,4313,CHK,457657.17
BT-000416,2026-08-17,7753.60,credit,ACH DEP JUNIPER TABLE INV8989,INV8989,ACH-CR,465410.77
BT-000423,2026-08-17,6153.85,debit,CHECK PAID 4323,4323,CHK,459256.92
BT-000470,2026-08-17,965.00,credit,ACH DEP JUNIPER TABLE INV8610,INV8610,ACH-CR,460221.92
BT-000537,2026-08-17,4801.65,credit,ACH CREDIT ALTAVISTA BSTRO,,ACH-CR,465023.57
BT-000552,2026-08-17,3510.50,credit,REMOTE DEP BATCH 366,,DEP,468534.07
BT-000571,2026-08-17,3486.25,debit,ACH DEBIT SUNDANCE FREIGHT,,ACH-DR,465047.82
BT-000572,2026-08-17,3217.15,debit,ACH DEBIT SUNDANCE FREIGHT,,ACH-DR,461830.67
BT-000573,2026-08-17,1795.55,debit,ACH DEBIT SUNDANCE FREIGHT,,ACH-DR,460035.12
BT-000034,2026-08-18,5229.65,debit,CHECK PAID 4120,4120,CHK,454805.47
BT-000035,2026-08-18,3722.65,credit,ACH DEP COTTONWOOD CATERING INV8915,INV8915,ACH-CR,458528.12
BT-000071,2026-08-18,724.95,credit,ACH DEP PROVO PROVISIONS INV8366,INV8366,ACH-CR,459253.07
BT-000107,2026-08-18,8140.80,credit,ACH DEP TIMPANOGOS COFFEE INV8844,INV8844,ACH-CR,467393.87
BT-000204,2026-08-18,641.35,debit,CHECK PAID 4203,4203,CHK,466752.52
BT-000214,2026-08-18,3169.10,debit,CHECK PAID 4206,4206,CHK,463583.42
BT-000220,2026-08-18,5996.20,debit,CHECK PAID 4211,4211,CHK,457587.22
BT-000235,2026-08-18,5442.30,credit,ACH DEP LAKESIDE GRILL INV8085,INV8085,ACH-CR,463029.52
BT-000240,2026-08-18,8591.70,credit,ACH DEP COTTONWOOD CATERING INV8853,INV8853,ACH-CR,471621.22
BT-000241,2026-08-18,1080.40,debit,CHECK PAID 4221,4221,CHK,470540.82
BT-000279,2026-08-18,3914.10,credit,ACH DEP HEBER VALLEY FOODS INV8501,INV8501,ACH-CR,474454.92
BT-000307,2026-08-18,1356.85,debit,CHECK PAID 4252,4252,CHK,473098.07
BT-000319,2026-08-18,516.70,debit,CHECK PAID 4260,4260,CHK,472581.37
BT-000329,2026-08-18,6953.75,debit,CHECK PAID 4266,4266,CHK,465627.62
BT-000368,2026-08-18,4042.20,debit,CHECK PAID 4289,4289,CHK,461585.42
BT-000376,2026-08-18,6391.70,debit,CHECK PAID 4295,4295,CHK,455193.72
BT-000381,2026-08-18,4573.60,debit,CHECK PAID 4299,4299,CHK,450620.12
BT-000386,2026-08-18,5535.80,debit,CHECK PAID 4301,4301,CHK,445084.32
BT-000403,2026-08-18,1404.05,debit,CHECK PAID 4312,4312,CHK,443680.27
BT-000451,2026-08-18,3987.70,debit,CHECK PAID 4336,4336,CHK,439692.57
BT-000480,2026-08-18,858.35,debit,CHECK PAID 4351,4351,CHK,438834.22
BT-000510,2026-08-18,2864.30,credit,ACH CREDIT TRAILHD PRNT WKS,,ACH-CR,441698.52
BT-000514,2026-08-18,1583.90,credit,ACH DEP PC MARKET,,ACH-CR,443282.42
BT-000522,2026-08-18,718.90,credit,ACH CREDIT SEGO LILY CLN,,ACH-CR,444001.32
BT-000535,2026-08-18,6247.85,credit,ACH DEP BEEHIVE PKG,,ACH-CR,450249.17
BT-000562,2026-08-18,4128.15,debit,ACH DEBIT BEEHIVE PACKAGING,,ACH-DR,446121.02
BT-000025,2026-08-19,1040.40,credit,ACH DEP BRIGHTON BISTRO INV8607,INV8607,ACH-CR,447161.42
BT-000078,2026-08-19,8143.60,credit,ACH DEP ALTA VISTA BISTRO INV8286,INV8286,ACH-CR,455305.02
BT-000088,2026-08-19,2662.00,credit,ACH DEP LAKESIDE GRILL INV8748,INV8748,ACH-CR,457967.02
BT-000089,2026-08-19,2662.00,debit,CHECK PAID 4147,4147,CHK,455305.02
BT-000128,2026-08-19,1699.85,debit,CHECK PAID 4165,4165,CHK,453605.17
BT-000130,2026-08-19,5230.60,debit,CHECK PAID 4166,4166,CHK,448374.57
BT-000131,2026-08-19,5231.20,debit,CHECK PAID 4167,4167,CHK,443143.37
BT-000134,2026-08-19,4019.90,credit,ACH DEP EMIGRATION KITCHEN INV8831,INV8831,ACH-CR,447163.27
BT-000155,2026-08-19,4492.25,credit,ACH DEP BONNEVILLE BAGELS INV8788,INV8788,ACH-CR,451655.52
BT-000170,2026-08-19,3107.45,debit,CHECK PAID 4187,4187,CHK,448548.07
BT-000188,2026-08-19,2005.45,credit,ACH DEP JUNIPER TABLE INV8913,INV8913,ACH-CR,450553.52
BT-000197,2026-08-19,2338.95,debit,CHECK PAID 4200,4200,CHK,448214.57
BT-000227,2026-08-19,3524.90,credit,ACH DEP COTTONWOOD CATERING INV8960,INV8960,ACH-CR,451739.47
BT-000229,2026-08-19,750.55,credit,ACH DEP JUNIPER TABLE INV8043,INV8043,ACH-CR,452490.02
BT-000271,2026-08-19,7048.75,credit,ACH DEP COPPER RIDGE MARKET INV8037,INV8037,ACH-CR,459538.77
BT-000274,2026-08-19,6444.50,debit,CHECK PAID 4236,4236,CHK,453094.27
BT-000280,2026-08-19,5281.55,debit,CHECK PAID 4239,4239,CHK,447812.72
BT-000313,2026-08-19,3397.55,credit,ACH DEP OGDEN STREET FOODS INV8382,INV8382,ACH-CR,451210.27
BT-000354,2026-08-19,5002.35,credit,ACH DEP LOGAN CANYON CAFE INV8414,INV8414,ACH-CR,456212.62
BT-000366,2026-08-19,7260.50,credit,ACH DEP SNOWBASIN CATERING INV8075,INV8075,ACH-CR,463473.12
BT-000397,2026-08-19,6956.85,credit,DEPOSIT LOGAN CANYON CAFE INV8311,INV8311,ACH-CR,470429.97
BT-000447,2026-08-19,2304.75,debit,CHECK PAID 4333,4333,CHK,468125.22
BT-000460,2026-08-19,4662.50,debit,CHECK PAID 4341,4341,CHK,463462.72
BT-000487,2026-08-19,473.60,credit,ACH CREDIT KANAB CRK SPLY,,ACH-CR,463936.32
BT-000500,2026-08-19,3503.05,credit,ACH DEP RED ROCK PROV,,ACH-CR,467439.37
BT-000527,2026-08-19,6053.90,credit,ACH CREDIT SUNDNC FRGHT LN,,ACH-CR,473493.27
BT-000548,2026-08-19,7993.70,credit,REMOTE DEP BATCH 456,,DEP,481486.97
BT-000563,2026-08-19,2348.10,debit,ACH DEBIT BEEHIVE PACKAGING,,ACH-DR,479138.87
BT-000564,2026-08-19,1303.65,debit,ACH DEBIT BEEHIVE PACKAGING,,ACH-DR,477835.22
BT-000598,2026-08-19,700.20,debit,RETURNED DEPOSIT WASATCH DELI GRP,,RTN,477135.02
BT-000609,2026-08-19,689.40,credit,REVERSAL ENTRY 5518,,ACH-CR,477824.42
BT-000612,2026-08-19,N/A,debit,POS DEB TERMINAL 4471,,ACH-DR,477824.42
BT-000018,2026-08-20,8424.15,debit,CHECK PAID 4117,4117,CHK,469400.27
BT-000041,2026-08-20,550.50,credit,ACH DEP LOGAN CANYON CAFE INV8763,INV8763,ACH-CR,469950.77
BT-000073,2026-08-20,7764.80,debit,CHECK PAID 4141,4141,CHK,462185.97
BT-000074,2026-08-20,6571.60,debit,CHECK PAID 4142,4142,CHK,455614.37
BT-000090,2026-08-20,3267.25,credit,ACH DEP WASATCH DELI GRP INV8739,INV8739,ACH-CR,458881.62
BT-000117,2026-08-20,4553.70,debit,CHECK PAID 4160,4160,CHK,454327.92
BT-000178,2026-08-20,5348.45,debit,CHECK PAID 4190,4190,CHK,448979.47
BT-000186,2026-08-20,10163.50,debit,CHECK PAID 4195,4195,CHK,438815.97
BT-000187,2026-08-20,5868.90,credit,ACH DEP RED BUTTE DINER INV8487,INV8487,ACH-CR,444684.87
BT-000216,2026-08-20,1148.55,debit,CHECK PAID 4207,4207,CHK,443536.32
BT-000267,2026-08-20,251.05,debit,CHECK PAID 4233,4233,CHK,443285.27
BT-000352,2026-08-20,451.75,credit,ACH DEP WASATCH DELI GRP INV8644,INV8644,ACH-CR,443737.02
BT-000357,2026-08-20,1592.25,debit,CHECK PAID 4285,4285,CHK,442144.77
BT-000367,2026-08-20,1894.00,credit,ACH DEP PARK CITY MARKET INV8202,INV8202,ACH-CR,444038.77
BT-000414,2026-08-20,2122.00,credit,REMOTE DEP ALTA VISTA BISTRO INV8648,INV8648,ACH-CR,446160.77
BT-000420,2026-08-20,3946.80,credit,ACH DEP JUNIPER TABLE INV8828,INV8828,ACH-CR,450107.57
BT-000455,2026-08-20,2503.60,credit,ACH CREDIT BEARCLAW BAKERY INV8703,INV8703,ACH-CR,452611.17
BT-000464,2026-08-20,1528.25,credit,ACH DEP JUNIPER TABLE INV8566,INV8566,ACH-CR,454139.42
BT-000474,2026-08-20,1297.60,credit,ACH CREDIT CANYON RIDGE GRCRY INV8677,INV8677,ACH-CR,455437.02
BT-000533,2026-08-20,3023.90,credit,ACH CREDIT BONNEV BAGELS,,ACH-CR,458460.92
BT-000549,2026-08-20,7800.30,credit,REMOTE DEP BATCH 694,,DEP,466261.22
BT-000596,2026-08-20,2303.15,debit,RETURNED DEPOSIT COTTONWOOD CATERING,,RTN,463958.07
BT-000606,2026-08-20,539.40,credit,ACH DEP PROVO PROVISIONS INV8127,INV8127,ACH-CR,464497.47
BT-000026,2026-08-21,531.10,credit,ACH DEP ALTA VISTA BISTRO INV8666,INV8666,ACH-CR,465028.57
BT-000044,2026-08-21,6665.60,credit,ACH DEP MOAB TRADING POST INV8695,INV8695,ACH-CR,471694.17
BT-000045,2026-08-21,200.00,debit,CHECK PAID 4127,4127,CHK,471494.17
BT-000153,2026-08-21,7012.65,debit,CHECK PAID 4178,4178,CHK,464481.52
BT-000199,2026-08-21,3484.80,credit,ACH DEP BEARCLAW BAKERY INV8868,INV8868,ACH-CR,467966.32
BT-000233,2026-08-21,6564.60,credit,ACH DEP GRANITE PEAK FOODS INV8621,INV8621,ACH-CR,474530.92
BT-000246,2026-08-21,6685.25,debit,CHECK PAID 4224,4224,CHK,467845.67
BT-000247,2026-08-21,516.95,debit,CHECK PAID 4225,4225,CHK,467328.72
BT-000273,2026-08-21,7363.85,credit,ACH DEP LAKESIDE GRILL INV8406,INV8406,ACH-CR,474692.57
BT-000275,2026-08-21,1583.80,credit,ACH DEP TIMPANOGOS COFFEE INV8464,INV8464,ACH-CR,476276.37
BT-000305,2026-08-21,7303.00,credit,ACH DEP OGDEN STREET FOODS INV8421,INV8421,ACH-CR,483579.37
BT-000339,2026-08-21,2328.40,debit,CHECK PAID 4273,4273,CHK,481250.97
BT-000358,2026-08-21,3522.70,credit,ACH DEP LAKESIDE GRILL INV8319,INV8319,ACH-CR,484773.67
BT-000360,2026-08-21,5112.35,debit,CHECK PAID 4287,4287,CHK,479661.32
BT-000384,2026-08-21,5875.95,credit,ACH DEP PROVO PROVISIONS INV8698,INV8698,ACH-CR,485537.27
BT-000385,2026-08-21,3001.10,debit,CHECK PAID 4300,4300,CHK,482536.17
BT-000393,2026-08-21,3218.90,debit,CHECK PAID 4306,4306,CHK,479317.27
BT-000404,2026-08-21,2184.05,credit,ACH CREDIT OGDEN STREET FOODS INV8336,INV8336,ACH-CR,481501.32
BT-000410,2026-08-21,6165.75,credit,REMOTE DEP SILVER FORK CAFE INV8619,INV8619,ACH-CR,487667.07
BT-000436,2026-08-21,7890.25,credit,DEPOSIT REDROCK PROVISIONS INV8346,INV8346,ACH-CR,495557.32
BT-000473,2026-08-21,1715.95,debit,CHECK PAID 4346,4346,CHK,493841.37
BT-000476,2026-08-21,930.20,debit,CHECK PAID 4348,4348,CHK,492911.17
BT-000502,2026-08-21,5147.70,credit,ACH CREDIT ALTAVISTA BSTRO,,ACH-CR,498058.87
BT-000528,2026-08-21,278.35,credit,REMOTE DEP SEGO LILY CLN,,ACH-CR,498337.22
BT-000547,2026-08-21,9917.40,credit,REMOTE DEP BATCH 437,,DEP,508254.62
BT-000021,2026-08-24,7260.00,credit,ACH DEP BONNEVILLE BAGELS INV8656,INV8656,ACH-CR,515514.62
BT-000054,2026-08-24,5195.25,credit,ACH DEP JUNIPER TABLE INV8175,INV8175,ACH-CR,520709.87
BT-000082,2026-08-24,3149.05,credit,ACH DEP GRANITE PEAK FOODS INV8360,INV8360,ACH-CR,523858.92
BT-000146,2026-08-24,1823.70,credit,ACH DEP CANYON RIDGE GRCRY INV8367,INV8367,ACH-CR,525682.62
BT-000148,2026-08-24,8181.45,debit,CHECK PAID 4175,4175,CHK,517501.17
BT-000149,2026-08-24,8181.45,credit,ACH DEP BONNEVILLE BAGELS INV8078,INV8078,ACH-CR,525682.62
BT-000152,2026-08-24,7804.15,debit,CHECK PAID 4177,4177,CHK,517878.47
BT-000162,2026-08-24,6144.95,credit,ACH DEP PARK CITY MARKET INV8409,INV8409,ACH-CR,524023.42
BT-000172,2026-08-24,1928.80,debit,CHECK PAID 4188,4188,CHK,522094.62
BT-000173,2026-08-24,1928.80,credit,ACH DEP OGDEN STREET FOODS INV8261,INV8261,ACH-CR,524023.42
BT-000206,2026-08-24,1524.25,credit,ACH DEP CANYON RIDGE GRCRY INV8319,INV8319,ACH-CR,525547.67
BT-000223,2026-08-24,20136.15,debit,CHECK PAID 4213,4213,CHK,505411.52
BT-000237,2026-08-24,8135.95,debit,CHECK PAID 4218,4218,CHK,497275.57
BT-000272,2026-08-24,8583.20,debit,CHECK PAID 4235,4235,CHK,488692.37
BT-000289,2026-08-24,6233.20,debit,CHECK PAID 4244,4244,CHK,482459.17
BT-000298,2026-08-24,6455.35,credit,ACH DEP PARK CITY MARKET INV8865,INV8865,ACH-CR,488914.52
BT-000302,2026-08-24,5355.10,debit,CHECK PAID 4249,4249,CHK,483559.42
BT-000306,2026-08-24,3172.05,credit,ACH DEP BRIGHTON BISTRO INV8046,INV8046,ACH-CR,486731.47
BT-000309,2026-08-24,2295.30,credit,ACH DEP COPPER RIDGE MARKET INV8579,INV8579,ACH-CR,489026.77
BT-000310,2026-08-24,2353.35,debit,CHECK PAID 4254,4254,CHK,486673.42
BT-000351,2026-08-24,3014.95,debit,CHECK PAID 4283,4283,CHK,483658.47
BT-000363,2026-08-24,4164.80,credit,ACH DEP SILVER FORK CAFE INV8877,INV8877,ACH-CR,487823.27
BT-000372,2026-08-24,3328.60,debit,CHECK PAID 4292,4292,CHK,484494.67
BT-000401,2026-08-24,1877.40,debit,CHECK PAID 4310,4310,CHK,482617.27
BT-000430,2026-08-24,2106.10,debit,CHECK PAID 4326,4326,CHK,480511.17
BT-000519,2026-08-24,3650.40,credit,ACH DEP LAKESIDE GRL,,ACH-CR,484161.57
BT-000570,2026-08-24,3446.50,debit,ACH DEBIT GREAT BASIN INSURANCE,,ACH-DR,480715.07
BT-000067,2026-08-25,2547.80,credit,ACH DEP TIMPANOGOS COFFEE INV8262,INV8262,ACH-CR,483262.87
BT-000068,2026-08-25,2546.85,credit,ACH DEP GRANITE PEAK FOODS INV8915,INV8915,ACH-CR,485809.72
BT-000083,2026-08-25,4822.45,credit,ACH DEP HEBER VALLEY FOODS INV8001,INV8001,ACH-CR,490632.17
BT-000147,2026-08-25,452.20,credit,ACH DEP MOAB TRADING POST INV8576,INV8576,ACH-CR,491084.37
BT-000160,2026-08-25,4687.65,debit,CHECK PAID 4183,4183,CHK,486396.72
BT-000161,2026-08-25,4687.65,credit,ACH DEP MOAB TRADING POST INV8217,INV8217,ACH-CR,491084.37
BT-000180,2026-08-25,423.70,credit,ACH DEP EMIGRATION KITCHEN INV8029,INV8029,ACH-CR,491508.07
BT-000205,2026-08-25,706.30,credit,ACH DEP WASATCH DELI GRP INV8121,INV8121,ACH-CR,492214.37
BT-000228,2026-08-25,4000.15,credit,ACH DEP MOAB TRADING POST INV8191,INV8191,ACH-CR,496214.52
BT-000236,2026-08-25,7187.70,debit,CHECK PAID 4217,4217,CHK,489026.82
BT-000252,2026-08-25,7394.35,debit,CHECK PAID 4227,4227,CHK,481632.47
BT-000315,2026-08-25,2174.05,credit,ACH DEP LOGAN CANYON CAFE INV8251,INV8251,ACH-CR,483806.52
BT-000321,2026-08-25,5945.55,debit,CHECK PAID 4261,4261,CHK,477860.97
BT-000327,2026-08-25,5760.80,debit,CHECK PAID 4264,4264,CHK,472100.17
BT-000330,2026-08-25,305.05,debit,CHECK PAID 4267,4267,CHK,471795.12
BT-000378,2026-08-25,5515.80,credit,ACH DEP GRANITE PEAK FOODS INV8227,INV8227,ACH-CR,477310.92
BT-000408,2026-08-25,6215.70,credit,DEPOSIT BRIGHTON BISTRO INV8063,INV8063,ACH-CR,483526.62
BT-000411,2026-08-25,699.50,debit,CHECK PAID 4316,4316,CHK,482827.12
BT-000435,2026-08-25,3302.20,credit,DEPOSIT WASATCH DELI GRP INV8573,INV8573,ACH-CR,486129.32
BT-000437,2026-08-25,3559.50,credit,ACH CREDIT CANYON RIDGE GRCRY INV8121,INV8121,ACH-CR,489688.82
BT-000440,2026-08-25,3767.75,credit,ACH CREDIT REDROCK PROVISIONS INV8083,INV8083,ACH-CR,493456.57
BT-000445,2026-08-25,2374.85,credit,ACH DEP HEBER VALLEY FOODS INV8474,INV8474,ACH-CR,495831.42
BT-000453,2026-08-25,6651.00,debit,CHECK PAID 4337,4337,CHK,489180.42
BT-000469,2026-08-25,3903.25,credit,DEPOSIT HEBER VALLEY FOODS INV8550,INV8550,ACH-CR,493083.67
BT-000478,2026-08-25,468.30,debit,CHECK PAID 4349,4349,CHK,492615.37
BT-000496,2026-08-25,579.55,credit,REMOTE DEP RED ROCK PROV,,ACH-CR,493194.92
BT-000505,2026-08-25,2978.35,credit,DEPOSIT EMIGRTN KTCHN,,ACH-CR,496173.27
BT-000525,2026-08-25,6314.10,credit,ACH DEP CYN RIDGE GROC,,ACH-CR,502487.37
BT-000531,2026-08-25,5593.50,credit,ACH DEP DOMINGUEZ OLIVE,,ACH-CR,508080.87
BT-000538,2026-08-25,1281.15,credit,ACH DEP UP LOGISTICS,,ACH-CR,509362.02
BT-000568,2026-08-25,1766.30,debit,ACH DEBIT GREAT BASIN INSURANCE,,ACH-DR,507595.72
BT-000569,2026-08-25,1575.10,debit,ACH DEBIT GREAT BASIN INSURANCE,,ACH-DR,506020.62
BT-000574,2026-08-25,4130.15,debit,ACH DEBIT DOMINGUEZ OLIVE OILS,,ACH-DR,501890.47
BT-000576,2026-08-25,1526.35,debit,ACH DEBIT DOMINGUEZ OLIVE OILS,,ACH-DR,500364.12
BT-000586,2026-08-25,86.90,debit,ACCOUNT MAINT FEE,,FEE,500277.22
BT-000592,2026-08-25,87.90,debit,ACCOUNT MAINT FEE,,FEE,500189.32
BT-000049,2026-08-26,7864.85,credit,ACH DEP SILVER FORK CAFE INV8024,INV8024,ACH-CR,508054.17
BT-000059,2026-08-26,2664.60,debit,CHECK PAID 4135,4135,CHK,505389.57
BT-000061,2026-08-26,8082.45,debit,CHECK PAID 4136,4136,CHK,497307.12
BT-000064,2026-08-26,5582.90,credit,ACH DEP BRIGHTON BISTRO INV8203,INV8203,ACH-CR,502890.02
BT-000065,2026-08-26,5582.90,debit,CHECK PAID 4138,4138,CHK,497307.12
BT-000084,2026-08-26,4401.80,credit,ACH DEP GRANITE PEAK FOODS INV8391,INV8391,ACH-CR,501708.92
BT-000092,2026-08-26,4270.75,debit,CHECK PAID 4149,4149,CHK,497438.17
BT-000114,2026-08-26,2531.90,credit,ACH DEP WASATCH DELI GRP INV8405,INV8405,ACH-CR,499970.07
BT-000139,2026-08-26,4073.60,debit,CHECK PAID 4170,4170,CHK,495896.47
BT-000140,2026-08-26,4074.55,credit,ACH DEP COTTONWOOD CATERING INV8451,INV8451,ACH-CR,499971.02
BT-000154,2026-08-26,7063.90,debit,CHECK PAID 4179,4179,CHK,492907.12
BT-000256,2026-08-26,6797.00,credit,ACH DEP OGDEN STREET FOODS INV8330,INV8330,ACH-CR,499704.12
BT-000261,2026-08-26,2260.30,credit,ACH DEP SNOWBASIN CATERING INV8265,INV8265,ACH-CR,501964.42
BT-000278,2026-08-26,6791.05,debit,CHECK PAID 4238,4238,CHK,495173.37
BT-000282,2026-08-26,6238.65,credit,ACH DEP WASATCH DELI GRP INV8903,INV8903,ACH-CR,501412.02
BT-000308,2026-08-26,242.55,debit,CHECK PAID 4253,4253,CHK,501169.47
BT-000314,2026-08-26,4599.45,debit,CHECK PAID 4257,4257,CHK,496570.02
BT-000337,2026-08-26,624.95,credit,ACH DEP GRANITE PEAK FOODS INV8890,INV8890,ACH-CR,497194.97
BT-000356,2026-08-26,3214.80,debit,CHECK PAID 4284,4284,CHK,493980.17
BT-000361,2026-08-26,5575.70,credit,ACH DEP PROVO PROVISIONS INV8166,INV8166,ACH-CR,499555.87
BT-000424,2026-08-26,5620.60,credit,ACH CREDIT BEARCLAW BAKERY INV8645,INV8645,ACH-CR,505176.47
BT-000429,2026-08-26,5148.25,credit,REMOTE DEP COPPER RIDGE MARKET INV8842,INV8842,ACH-CR,510324.72
BT-000433,2026-08-26,6036.65,debit,CHECK PAID 4327,4327,CHK,504288.07
BT-000443,2026-08-26,7845.20,debit,CHECK PAID 4330,4330,CHK,496442.87
BT-000490,2026-08-26,2625.25,credit,ACH DEP KANAB CRK SPLY,,ACH-CR,499068.12
BT-000492,2026-08-26,4566.50,credit,ACH DEP ANTLP ISL FOODS,,ACH-CR,503634.62
BT-000511,2026-08-26,3273.60,credit,ACH CREDIT BRGHTN BISTRO,,ACH-CR,506908.22
BT-000526,2026-08-26,2104.30,credit,DEPOSIT TIMP COFFEE,,ACH-CR,509012.52
BT-000534,2026-08-26,4446.45,credit,ACH CREDIT TIMP COFFEE,,ACH-CR,513458.97
BT-000566,2026-08-26,3455.70,debit,ACH DEBIT CEDAR MESA SPICES,,ACH-DR,510003.27
BT-000567,2026-08-26,2060.60,debit,ACH DEBIT CEDAR MESA SPICES,,ACH-DR,507942.67
BT-000575,2026-08-26,3935.50,debit,ACH DEBIT DOMINGUEZ OLIVE OILS,,ACH-DR,504007.17
BT-000583,2026-08-26,79.60,debit,MONTHLY ANALYSIS FEE,,FEE,503927.57
