entry_id,posting_date,amount,direction,description,reference,gl_account,source_journal
GL-000090,2026-07-17,7868.05,debit,Canyon Ridge Grocery — invoice 8027,INV8027,1010,CR
GL-000122,2026-07-17,1396.55,debit,Copper Ridge Market — invoice 8387,INV8387,1010,CR
GL-000133,2026-07-17,1325.20,debit,Timpanogos Coffee — invoice 8637,INV8637,1010,CR
GL-000145,2026-07-17,8409.50,debit,Alta Vista Bistro — invoice 8813,INV8813,1010,CR
GL-000146,2026-07-17,8408.55,credit,Wasatch Produce Partners — check 4181,4181,1010,CD
GL-000152,2026-07-17,224.05,debit,Wasatch Deli Group — invoice 8855,INV8855,1010,CR
GL-000175,2026-07-17,3948.15,debit,Ogden Street Foods — invoice 8665,INV8665,1010,CR
GL-000187,2026-07-17,4236.90,credit,Great Basin Insurance — check 4202,4202,1010,CD
GL-000287,2026-07-17,7956.25,credit,Cache Valley Creamery — check 4248,4248,1010,CD
GL-000322,2026-07-17,3986.65,debit,Cottonwood Catering — invoice 8999,INV8999,1010,CR
GL-000331,2026-07-17,7443.20,debit,Logan Canyon Cafe — invoice 8686,INV8686,1010,CR
GL-000344,2026-07-17,6047.10,credit,Cache Valley Creamery — check 4271,4271,1010,CD
GL-000392,2026-07-17,4098.45,debit,Salt Flats Beverage — remittance,,1010,CR
GL-000393,2026-07-17,1416.30,debit,Logan Canyon Cafe — remittance,,1010,CR
GL-000403,2026-07-17,2114.85,debit,Weber Fleet Services — remittance,,1010,CR
GL-000452,2026-07-17,1976.65,debit,Provo Provisions — invoice 8964,INV8964,1010,CR
GL-000453,2026-07-17,1684.10,debit,Park City Market — invoice 8039,INV8039,1010,CR
GL-000454,2026-07-17,1479.30,debit,Cottonwood Catering — invoice 8553,INV8553,1010,CR
GL-000460,2026-07-17,7023.30,credit,Great Basin Insurance — settlement,,1010,CD
GL-000013,2026-07-20,2522.85,debit,Copper Ridge Market — invoice 8979,INV8979,1010,CR
GL-000097,2026-07-20,1351.60,credit,Alpine Equipment Repair — check 4162,4162,1010,CD
GL-000130,2026-07-20,3831.75,credit,Northgate Paper Supply — check 4174,4174,1010,CD
GL-000179,2026-07-20,6818.45,debit,Lakeside Grill — invoice 8159,INV8159,1010,CR
GL-000193,2026-07-20,8598.60,debit,Brighton Bistro — invoice 8945,INV8945,1010,CR
GL-000228,2026-07-20,840.95,debit,Provo Provisions — invoice 8117,INV8117,1010,CR
GL-000265,2026-07-20,336.50,debit,Park City Market — invoice 8605,INV8605,1010,CR
GL-000268,2026-07-20,3887.90,credit,Deseret Payroll Services — check 4239,4239,1010,CD
GL-000288,2026-07-20,2428.60,debit,Snowbasin Catering — invoice 8925,INV8925,1010,CR
GL-000334,2026-07-20,6533.75,credit,Union Pacific Logistics — check 4268,4268,1010,CD
GL-000359,2026-07-20,2267.50,debit,Saltair Supper Club — invoice 8495,INV8495,1010,CR
GL-000362,2026-07-20,1919.70,credit,Cedar Mesa Spices — check 4277,4277,1010,CD
GL-000379,2026-07-20,3192.90,debit,Antelope Island Foods — remittance,,1010,CR
GL-000400,2026-07-20,1032.20,debit,Heber Valley Foods — remittance,,1010,CR
GL-000413,2026-07-20,3387.05,debit,Alpine Equipment Repair — remittance,,1010,CR
GL-000416,2026-07-20,1413.45,debit,Northgate Paper Supply — remittance,,1010,CR
GL-000418,2026-07-20,1638.25,debit,Provo Provisions — remittance,,1010,CR
GL-000451,2026-07-20,795.95,debit,Brighton Bistro — invoice 8846,INV8846,1010,CR
GL-000459,2026-07-20,3163.80,credit,Deseret Payroll Services — settlement,,1010,CD
GL-000474,2026-07-20,1356.90,debit,Suspense entry pending research,,1010,GJ
GL-000475,2026-07-20,1185.10,credit,Reclass from prior month accrual,,1010,GJ
GL-000477,2026-07-20,1411.90,credit,Unidentified customer remittance,,1010,GJ
GL-000073,2026-07-21,8510.60,credit,Deseret Payroll Services — check 4150,4150,1010,CD
GL-000074,2026-07-21,8510.25,credit,Zion Cold Storage — check 4151,4151,1010,CD
GL-000108,2026-07-21,2547.80,credit,Northgate Paper Supply — check 4166,4166,1010,CD
GL-000200,2026-07-21,5301.30,debit,Provo Provisions — invoice 8416,INV8416,1010,CR
GL-000215,2026-07-21,7973.70,debit,Ogden Street Foods — invoice 8329,INV8329,1010,CR
GL-000263,2026-07-21,8407.80,debit,Emigration Kitchen — invoice 8857,INV8857,1010,CR
GL-000273,2026-07-21,416.00,credit,Alpine Equipment Repair — check 4243,4243,1010,CD
GL-000305,2026-07-21,3571.25,credit,High Desert Dairy — check 4258,4258,1010,CD
GL-000335,2026-07-21,6731.15,debit,Wasatch Deli Group — invoice 8351,INV8351,1010,CR
GL-000353,2026-07-21,7380.75,debit,Saltair Supper Club — invoice 8750,INV8750,1010,CR
GL-000188,2026-07-22,8053.60,credit,Deseret Payroll Services — check 4203,4203,1010,CD
GL-000203,2026-07-22,4571.75,credit,Alpine Equipment Repair — check 4209,4209,1010,CD
GL-000209,2026-07-22,3169.55,credit,Weber Fleet Services — check 4213,4213,1010,CD
GL-000240,2026-07-22,771.75,credit,Alpine Equipment Repair — check 4226,4226,1010,CD
GL-000243,2026-07-22,1508.60,credit,Union Pacific Logistics — check 4229,4229,1010,CD
GL-000247,2026-07-22,7575.70,credit,Wasatch Produce Partners — check 4231,4231,1010,CD
GL-000327,2026-07-22,7083.90,debit,Park City Market — invoice 8843,INV8843,1010,CR
GL-000330,2026-07-22,7627.05,credit,Alpine Equipment Repair — check 4267,4267,1010,CD
GL-000420,2026-07-22,6245.30,debit,Alta Vista Bistro — remittance,,1010,CR
GL-000007,2026-07-23,3889.25,debit,Juniper Table — invoice 8745,INV8745,1010,CR
GL-000030,2026-07-23,5246.55,credit,Wasatch Produce Partners — check 4127,4127,1010,CD
GL-000057,2026-07-23,7413.80,credit,Alpine Equipment Repair — check 4140,4140,1010,CD
GL-000062,2026-07-23,4761.70,debit,Redrock Provisions — invoice 8116,INV8116,1010,CR
GL-000105,2026-07-23,1518.80,credit,High Desert Dairy — check 4164,4164,1010,CD
GL-000132,2026-07-23,2167.10,credit,Union Pacific Logistics — check 4176,4176,1010,CD
GL-000181,2026-07-23,588.65,debit,Logan Canyon Cafe — invoice 8587,INV8587,1010,CR
GL-000219,2026-07-23,5178.05,credit,Beehive Packaging — check 4217,4217,1010,CD
GL-000280,2026-07-23,4552.55,credit,Weber Fleet Services — check 4244,4244,1010,CD
GL-000301,2026-07-23,1305.25,credit,Great Basin Insurance — check 4256,4256,1010,CD
GL-000316,2026-07-23,1678.30,credit,Northgate Paper Supply — check 4262,4262,1010,CD
GL-000358,2026-07-23,1477.00,credit,Union Pacific Logistics — check 4276,4276,1010,CD
GL-000385,2026-07-23,6268.55,debit,Antelope Island Foods — remittance,,1010,CR
GL-000417,2026-07-23,218.30,debit,Rocky Mountain Power — remittance,,1010,CR
GL-000421,2026-07-23,4028.55,debit,Wasatch Deli Group — remittance,,1010,CR
GL-000464,2026-07-23,7578.20,credit,Salt Flats Beverage — settlement,,1010,CD
GL-000020,2026-07-24,5008.35,credit,Dominguez Olive Oils — check 4120,4120,1010,CD
GL-000032,2026-07-24,7717.00,debit,Park City Market — invoice 8303,INV8303,1010,CR
GL-000091,2026-07-24,5342.25,credit,Wasatch Produce Partners — check 4161,4161,1010,CD
GL-000092,2026-07-24,5341.90,debit,Redrock Provisions — invoice 8653,INV8653,1010,CR
GL-000100,2026-07-24,7012.60,debit,Moab Trading Post — invoice 8703,INV8703,1010,CR
GL-000101,2026-07-24,7012.60,debit,Provo Provisions — invoice 8561,INV8561,1010,CR
GL-000121,2026-07-24,6895.95,credit,High Desert Dairy — check 4169,4169,1010,CD
GL-000134,2026-07-24,3560.25,credit,Rocky Mountain Power — check 4177,4177,1010,CD
GL-000151,2026-07-24,4062.85,debit,Heber Valley Foods — invoice 8794,INV8794,1010,CR
GL-000154,2026-07-24,3464.90,debit,Copper Ridge Market — invoice 8619,INV8619,1010,CR
GL-000155,2026-07-24,3465.50,debit,Ogden Street Foods — invoice 8596,INV8596,1010,CR
GL-000169,2026-07-24,2489.45,debit,Park City Market — invoice 8846,INV8846,1010,CR
GL-000196,2026-07-24,1304.20,debit,Timpanogos Coffee — invoice 8641,INV8641,1010,CR
GL-000197,2026-07-24,6584.15,debit,Park City Market — invoice 8712,INV8712,1010,CR
GL-000278,2026-07-24,2384.25,debit,Granite Peak Foods — invoice 8820,INV8820,1010,CR
GL-000308,2026-07-24,4313.00,credit,Great Basin Insurance — check 4260,4260,1010,CD
GL-000317,2026-07-24,5107.25,debit,Redrock Provisions — invoice 8501,INV8501,1010,CR
GL-000318,2026-07-24,556.40,debit,Timpanogos Coffee — invoice 8521,INV8521,1010,CR
GL-000339,2026-07-24,1500.15,debit,Cottonwood Catering — invoice 8159,INV8159,1010,CR
GL-000366,2026-07-24,4332.75,debit,Red Butte Diner — invoice 8911,INV8911,1010,CR
GL-000389,2026-07-24,4293.30,debit,Alta Vista Bistro — remittance,,1010,CR
GL-000404,2026-07-24,4298.30,debit,Weber Fleet Services — remittance,,1010,CR
GL-000407,2026-07-24,1700.00,debit,Beehive Packaging — remittance,,1010,CR
GL-000479,2026-07-24,3245.10,credit,Great Basin Insurance — check 4286,4286,1010,CD
GL-000484,2026-07-24,3091.15,credit,Trailhead Print Works — check 4291,4291,1010,CD
GL-000490,2026-07-24,538.05,credit,Weber Fleet Services — check 4297,4297,1010,CD
GL-000058,2026-07-27,2004.15,credit,Deseret Payroll Services — check 4141,4141,1010,CD
GL-000076,2026-07-27,8230.30,debit,Ogden Street Foods — invoice 8982,INV8982,1010,CR
GL-000077,2026-07-27,8230.30,debit,Alta Vista Bistro — invoice 8627,INV8627,1010,CR
GL-000148,2026-07-27,6875.10,credit,Northgate Paper Supply — check 4182,4182,1010,CD
GL-000149,2026-07-27,6875.10,credit,Cache Valley Creamery — check 4183,4183,1010,CD
GL-000157,2026-07-27,3177.40,credit,Northgate Paper Supply — check 4186,4186,1010,CD
GL-000159,2026-07-27,1849.10,debit,Lakeside Grill — invoice 8177,INV8177,1010,CR
GL-000165,2026-07-27,8231.45,credit,Great Basin Insurance — check 4193,4193,1010,CD
GL-000171,2026-07-27,917.85,debit,Silver Fork Cafe — invoice 8391,INV8391,1010,CR
GL-000184,2026-07-27,2853.90,credit,Trailhead Print Works — check 4201,4201,1010,CD
GL-000207,2026-07-27,1210.30,credit,Wasatch Produce Partners — check 4211,4211,1010,CD
GL-000226,2026-07-27,4936.25,debit,Bearclaw Bakery — invoice 8937,INV8937,1010,CR
GL-000289,2026-07-27,6648.70,credit,Alpine Equipment Repair — check 4249,4249,1010,CD
GL-000323,2026-07-27,3052.90,debit,Red Butte Diner — invoice 8811,INV8811,1010,CR
GL-000348,2026-07-27,748.70,debit,Cottonwood Catering — invoice 8792,INV8792,1010,CR
GL-000354,2026-07-27,4439.50,debit,Silver Fork Cafe — invoice 8207,INV8207,1010,CR
GL-000361,2026-07-27,4294.80,debit,Provo Provisions — invoice 8368,INV8368,1010,CR
GL-000363,2026-07-27,5770.50,credit,Deseret Payroll Services — check 4278,4278,1010,CD
GL-000441,2026-07-27,2497.45,debit,Cottonwood Catering — invoice 8782,INV8782,1010,CR
GL-000442,2026-07-27,1059.10,debit,Cottonwood Catering — invoice 8732,INV8732,1010,CR
GL-000443,2026-07-27,1177.75,debit,Heber Valley Foods — invoice 8702,INV8702,1010,CR
GL-000478,2026-07-27,3361.30,credit,Sundance Freight Lines — check 4285,4285,1010,CD
GL-000481,2026-07-27,306.55,credit,Cedar Mesa Spices — check 4288,4288,1010,CD
GL-000483,2026-07-27,5326.05,credit,Sundance Freight Lines — check 4290,4290,1010,CD
GL-000485,2026-07-27,1303.90,credit,Wasatch Produce Partners — check 4292,4292,1010,CD
GL-000003,2026-07-28,280.15,credit,Wasatch Produce Partners — check 4112,4112,1010,CD
GL-000023,2026-07-28,20428.05,debit,Red Butte Diner — invoice 8549,INV8549,1010,CR
GL-000079,2026-07-28,1246.90,credit,Trailhead Print Works — check 4153,4153,1010,CD
GL-000114,2026-07-28,3053.55,debit,Heber Valley Foods — invoice 8137,INV8137,1010,CR
GL-000189,2026-07-28,8545.35,credit,Rocky Mountain Power — check 4204,4204,1010,CD
GL-000199,2026-07-28,2319.40,debit,Moab Trading Post — invoice 8654,INV8654,1010,CR
GL-000211,2026-07-28,5214.45,debit,Juniper Table — invoice 8037,INV8037,1010,CR
GL-000213,2026-07-28,4921.80,debit,Bonneville Bagels — invoice 8593,INV8593,1010,CR
GL-000217,2026-07-28,2549.10,debit,Snowbasin Catering — invoice 8266,INV8266,1010,CR
GL-000224,2026-07-28,2459.25,debit,Copper Ridge Market — invoice 8916,INV8916,1010,CR
GL-000251,2026-07-28,5272.90,credit,Wasatch Produce Partners — check 4233,4233,1010,CD
GL-000258,2026-07-28,527.75,credit,Northgate Paper Supply — check 4235,4235,1010,CD
GL-000259,2026-07-28,3955.70,credit,High Desert Dairy — check 4236,4236,1010,CD
GL-000274,2026-07-28,6587.35,debit,Lakeside Grill — invoice 8260,INV8260,1010,CR
GL-000303,2026-07-28,4879.50,credit,Rocky Mountain Power — check 4257,4257,1010,CD
GL-000321,2026-07-28,7411.95,debit,Bonneville Bagels — invoice 8446,INV8446,1010,CR
GL-000342,2026-07-28,3266.95,debit,Wasatch Deli Group — invoice 8015,INV8015,1010,CR
GL-000360,2026-07-28,6873.45,debit,Cottonwood Catering — invoice 8432,INV8432,1010,CR
GL-000388,2026-07-28,1596.15,debit,Copper Ridge Market — remittance,,1010,CR
GL-000488,2026-07-28,3698.50,credit,Zion Cold Storage — check 4295,4295,1010,CD
GL-000489,2026-07-28,2117.40,credit,Northgate Paper Supply — check 4296,4296,1010,CD
GL-000495,2026-07-28,618.45,credit,Great Basin Insurance — check 4302,4302,1010,CD
GL-000010,2026-07-29,8310.70,credit,Cache Valley Creamery — check 4114,4114,1010,CD
GL-000019,2026-07-29,5860.85,debit,Cottonwood Catering — invoice 8110,INV8110,1010,CR
GL-000048,2026-07-29,872.60,credit,Trailhead Print Works — check 4134,4134,1010,CD
GL-000081,2026-07-29,4261.00,credit,Great Basin Insurance — check 4155,4155,1010,CD
GL-000107,2026-07-29,2887.75,credit,Salt Flats Beverage — check 4165,4165,1010,CD
GL-000112,2026-07-29,3936.80,debit,Juniper Table — invoice 8674,INV8674,1010,CR
GL-000113,2026-07-29,3936.80,debit,Bearclaw Bakery — invoice 8846,INV8846,1010,CR
GL-000115,2026-07-29,5875.25,credit,Cedar Mesa Spices — check 4167,4167,1010,CD
GL-000212,2026-07-29,2615.50,credit,Wasatch Produce Partners — check 4214,4214,1010,CD
GL-000225,2026-07-29,7746.70,credit,Cedar Mesa Spices — check 4221,4221,1010,CD
GL-000242,2026-07-29,3401.60,credit,Weber Fleet Services — check 4228,4228,1010,CD
GL-000271,2026-07-29,4431.20,debit,Lakeside Grill — invoice 8371,INV8371,1010,CR
GL-000286,2026-07-29,7103.65,debit,Granite Peak Foods — invoice 8759,INV8759,1010,CR
GL-000293,2026-07-29,8591.50,credit,Sundance Freight Lines — check 4252,4252,1010,CD
GL-000466,2026-07-29,1353.70,credit,Rocky Mountain Power — settlement,,1010,CD
GL-000480,2026-07-29,297.25,credit,Rocky Mountain Power — check 4287,4287,1010,CD
GL-000486,2026-07-29,2656.80,credit,Salt Flats Beverage — check 4293,4293,1010,CD
GL-000491,2026-07-29,2742.05,credit,Alpine Equipment Repair — check 4298,4298,1010,CD
GL-000493,2026-07-29,1910.50,credit,Deseret Payroll Services — check 4300,4300,1010,CD
GL-000494,2026-07-29,544.60,credit,Beehive Packaging — check 4301,4301,1010,CD
GL-000497,2026-07-29,8732.60,debit,Silver Fork Cafe — deposit DEP72223,DEP72223,1010,CR
GL-000499,2026-07-29,6603.40,debit,Logan Canyon Cafe — deposit DEP30690,DEP30690,1010,CR
GL-000501,2026-07-29,4666.00,debit,Wasatch Deli Group — deposit DEP64844,DEP64844,1010,CR
GL-000015,2026-07-30,433.60,credit,Beehive Packaging — check 4118,4118,1010,CD
GL-000059,2026-07-30,3569.90,debit,Moab Trading Post — invoice 8309,INV8309,1010,CR
GL-000066,2026-07-30,597.95,debit,Silver Fork Cafe — invoice 8476,INV8476,1010,CR
GL-000176,2026-07-30,1848.75,credit,Weber Fleet Services — check 4198,4198,1010,CD
GL-000190,2026-07-30,7558.35,debit,Timpanogos Coffee — invoice 8750,INV8750,1010,CR
GL-000206,2026-07-30,1220.85,credit,Cedar Mesa Spices — check 4210,4210,1010,CD
GL-000257,2026-07-30,2766.25,debit,Emigration Kitchen — invoice 8809,INV8809,1010,CR
GL-000397,2026-07-30,1482.80,debit,Emigration Kitchen — remittance,,1010,CR
GL-000492,2026-07-30,3295.55,credit,Cache Valley Creamery — check 4299,4299,1010,CD
GL-000496,2026-07-30,3516.05,debit,Canyon Ridge Grocery — deposit DEP55997,DEP55997,1010,CR
GL-000502,2026-07-30,8182.55,debit,Red Butte Diner — deposit DEP35007,DEP35007,1010,CR
GL-000014,2026-07-31,3559.40,credit,Sego Lily Cleaning — check 4117,4117,1010,CD
GL-000016,2026-07-31,6957.75,debit,Snowbasin Catering — invoice 8391,INV8391,1010,CR
GL-000018,2026-07-31,11274.50,debit,Red Butte Diner — invoice 8327,INV8327,1010,CR
GL-000055,2026-07-31,6243.15,credit,Dominguez Olive Oils — check 4139,4139,1010,CD
GL-000056,2026-07-31,6243.50,debit,Heber Valley Foods — invoice 8909,INV8909,1010,CR
GL-000095,2026-07-31,569.45,debit,Bearclaw Bakery — invoice 8601,INV8601,1010,CR
GL-000168,2026-07-31,1293.85,credit,Zion Cold Storage — check 4195,4195,1010,CD
GL-000201,2026-07-31,5729.60,debit,Moab Trading Post — invoice 8466,INV8466,1010,CR
GL-000210,2026-07-31,202.55,debit,Lakeside Grill — invoice 8035,INV8035,1010,CR
GL-000229,2026-07-31,2633.15,debit,Cottonwood Catering — invoice 8598,INV8598,1010,CR
GL-000236,2026-07-31,4130.55,credit,Salt Flats Beverage — check 4225,4225,1010,CD
GL-000249,2026-07-31,6596.70,debit,Alta Vista Bistro — invoice 8516,INV8516,1010,CR
GL-000250,2026-07-31,8049.50,debit,Bearclaw Bakery — invoice 8979,INV8979,1010,CR
GL-000262,2026-07-31,1992.50,debit,Bearclaw Bakery — invoice 8725,INV8725,1010,CR
GL-000276,2026-07-31,5441.15,debit,Bonneville Bagels — invoice 8885,INV8885,1010,CR
GL-000284,2026-07-31,7270.50,credit,Sundance Freight Lines — check 4246,4246,1010,CD
GL-000386,2026-07-31,5333.35,debit,Kanab Creek Supply — remittance,,1010,CR
GL-000415,2026-07-31,2230.20,debit,Cedar Mesa Spices — remittance,,1010,CR
GL-000482,2026-07-31,2425.35,credit,Salt Flats Beverage — check 4289,4289,1010,CD
GL-000487,2026-07-31,304.45,credit,Trailhead Print Works — check 4294,4294,1010,CD
GL-000498,2026-07-31,7195.85,debit,Heber Valley Foods — deposit DEP35072,DEP35072,1010,CR
GL-000500,2026-07-31,4413.95,debit,Cottonwood Catering — deposit DEP25157,DEP25157,1010,CR
