txn_id,txn_date,amount,direction,description,reference,bank_type_code,running_balance
BT-000037,2026-07-16,4999.35,debit,CHECK PAID 4125,4125,CHK,727596.70
BT-000061,2026-07-16,6353.35,debit,CHECK PAID 4137,4137,CHK,721243.35
BT-000062,2026-07-16,6353.35,debit,CHECK PAID 4138,4138,CHK,714890.00
BT-000089,2026-07-16,969.85,debit,CHECK PAID 4154,4154,CHK,713920.15
BT-000159,2026-07-16,3412.50,credit,ACH DEP BEARCLAW BAKERY INV8082,INV8082,ACH-CR,717332.65
BT-000172,2026-07-16,3965.25,debit,CHECK PAID 4191,4191,CHK,713367.40
BT-000173,2026-07-16,3965.60,debit,CHECK PAID 4192,4192,CHK,709401.80
BT-000246,2026-07-16,862.60,credit,ACH DEP REDROCK PROVISIONS INV8499,INV8499,ACH-CR,710264.40
BT-000253,2026-07-16,5728.10,credit,ACH DEP JUNIPER TABLE INV8664,INV8664,ACH-CR,715992.50
BT-000262,2026-07-16,6300.60,debit,CHECK PAID 4234,4234,CHK,709691.90
BT-000284,2026-07-16,8013.80,credit,ACH DEP OGDEN STREET FOODS INV8222,INV8222,ACH-CR,717705.70
BT-000301,2026-07-16,2437.20,credit,ACH DEP COPPER RIDGE MARKET INV8368,INV8368,ACH-CR,720142.90
BT-000306,2026-07-16,2655.45,credit,ACH DEP HEBER VALLEY FOODS INV8088,INV8088,ACH-CR,722798.35
BT-000358,2026-07-16,3423.70,debit,CHECK PAID 4274,4274,CHK,719374.65
BT-000380,2026-07-16,4557.20,credit,ACH CREDIT PROVO PROVISIONS INV8759,INV8759,ACH-CR,723931.85
BT-000381,2026-07-16,4343.45,debit,CHECK PAID 4282,4282,CHK,719588.40
BT-000396,2026-07-16,6006.75,credit,REMOTE DEP FREMONT SPG WTR,,ACH-CR,725595.15
BT-000420,2026-07-16,3702.30,credit,REMOTE DEP WSTCH PRODUCE PTNR,,ACH-CR,729297.45
BT-000443,2026-07-16,3840.40,debit,ACH DEBIT UNION PACIFIC LOG,,ACH-DR,725457.05
BT-000452,2026-07-16,650.85,debit,ACH DEBIT ZION COLD STORAGE,,ACH-DR,724806.20
BT-000477,2026-07-16,1426.80,debit,RETURNED DEPOSIT SALTAIR SUPPER CLUB,,RTN,723379.40
BT-000044,2026-07-17,3171.75,credit,ACH DEP CANYON RIDGE GRCRY INV8935,INV8935,ACH-CR,726551.15
BT-000069,2026-07-17,7938.65,credit,ACH DEP PROVO PROVISIONS INV8666,INV8666,ACH-CR,734489.80
BT-000084,2026-07-17,8033.30,credit,ACH DEP BRIGHTON BISTRO INV8529,INV8529,ACH-CR,742523.10
BT-000087,2026-07-17,6323.60,debit,CHECK PAID 4152,4152,CHK,736199.50
BT-000096,2026-07-17,7675.10,debit,CHECK PAID 4159,4159,CHK,728524.40
BT-000099,2026-07-17,7868.05,credit,ACH DEP CANYON RIDGE GRCRY INV8027,INV8027,ACH-CR,736392.45
BT-000131,2026-07-17,1396.55,credit,ACH DEP COPPER RIDGE MARKET INV8387,INV8387,ACH-CR,737789.00
BT-000142,2026-07-17,1325.20,credit,ACH DEP TIMPANOGOS COFFEE INV8637,INV8637,ACH-CR,739114.20
BT-000154,2026-07-17,8409.50,credit,ACH DEP ALTA VISTA BISTRO INV8813,INV8813,ACH-CR,747523.70
BT-000155,2026-07-17,8408.55,debit,CHECK PAID 4181,4181,CHK,739115.15
BT-000161,2026-07-17,224.05,credit,ACH DEP WASATCH DELI GRP INV8855,INV8855,ACH-CR,739339.20
BT-000184,2026-07-17,3948.15,credit,ACH DEP OGDEN STREET FOODS INV8665,INV8665,ACH-CR,743287.35
BT-000196,2026-07-17,4236.90,debit,CHECK PAID 4202,4202,CHK,739050.45
BT-000296,2026-07-17,7956.25,debit,CHECK PAID 4248,4248,CHK,731094.20
BT-000355,2026-07-17,7203.40,credit,REMOTE DEP WASATCH DELI GRP INV8793,INV8793,ACH-CR,738297.60
BT-000356,2026-07-17,5192.15,debit,CHECK PAID 4273,4273,CHK,733105.45
BT-000401,2026-07-17,4098.45,credit,DEPOSIT SALTFLATS BEV,,ACH-CR,737203.90
BT-000402,2026-07-17,1416.30,credit,ACH DEP LOGAN CYN CAFE,,ACH-CR,738620.20
BT-000412,2026-07-17,2114.85,credit,ACH CREDIT WEBER FLEET SVC,,ACH-CR,740735.05
BT-000448,2026-07-17,1868.30,debit,ACH DEBIT GREAT BASIN INSURANCE,,ACH-DR,738866.75
BT-000449,2026-07-17,2212.10,debit,ACH DEBIT GREAT BASIN INSURANCE,,ACH-DR,736654.65
BT-000022,2026-07-20,2522.85,credit,ACH DEP COPPER RIDGE MARKET INV8979,INV8979,ACH-CR,739177.50
BT-000106,2026-07-20,1351.60,debit,CHECK PAID 4162,4162,CHK,737825.90
BT-000139,2026-07-20,3831.75,debit,CHECK PAID 4174,4174,CHK,733994.15
BT-000188,2026-07-20,6818.45,credit,ACH DEP LAKESIDE GRILL INV8159,INV8159,ACH-CR,740812.60
BT-000202,2026-07-20,8598.60,credit,ACH DEP BRIGHTON BISTRO INV8945,INV8945,ACH-CR,749411.20
BT-000237,2026-07-20,840.95,credit,ACH DEP PROVO PROVISIONS INV8117,INV8117,ACH-CR,750252.15
BT-000274,2026-07-20,336.50,credit,ACH DEP PARK CITY MARKET INV8605,INV8605,ACH-CR,750588.65
BT-000277,2026-07-20,3887.90,debit,CHECK PAID 4239,4239,CHK,746700.75
BT-000297,2026-07-20,2428.60,credit,ACH DEP SNOWBASIN CATERING INV8925,INV8925,ACH-CR,749129.35
BT-000388,2026-07-20,3192.90,credit,ACH CREDIT ANTLP ISL FOODS,,ACH-CR,752322.25
BT-000409,2026-07-20,1032.20,credit,ACH DEP HEBER VLY FDS,,ACH-CR,753354.45
BT-000422,2026-07-20,3387.05,credit,DEPOSIT ALPINE EQP RPR,,ACH-CR,756741.50
BT-000425,2026-07-20,1413.45,credit,ACH DEP NGATE PAPER SPLY,,ACH-CR,758154.95
BT-000427,2026-07-20,1638.25,credit,ACH DEP PROVO PROVSNS,,ACH-CR,759793.20
BT-000440,2026-07-20,5936.00,credit,REMOTE DEP BATCH 832,,DEP,765729.20
BT-000445,2026-07-20,1190.85,debit,ACH DEBIT DESERET PAYROLL,,ACH-DR,764538.35
BT-000446,2026-07-20,1232.40,debit,ACH DEBIT DESERET PAYROLL,,ACH-DR,763305.95
BT-000447,2026-07-20,740.55,debit,ACH DEBIT DESERET PAYROLL,,ACH-DR,762565.40
BT-000450,2026-07-20,2942.90,debit,ACH DEBIT GREAT BASIN INSURANCE,,ACH-DR,759622.50
BT-000476,2026-07-20,2315.80,debit,RETURNED DEPOSIT RED BUTTE DINER,,RTN,757306.70
BT-000082,2026-07-21,8510.60,debit,CHECK PAID 4150,4150,CHK,748796.10
BT-000083,2026-07-21,8510.25,debit,CHECK PAID 4151,4151,CHK,740285.85
BT-000117,2026-07-21,2547.80,debit,CHECK PAID 4166,4166,CHK,737738.05
BT-000209,2026-07-21,5301.30,credit,ACH DEP PROVO PROVISIONS INV8416,INV8416,ACH-CR,743039.35
BT-000224,2026-07-21,7973.70,credit,ACH DEP OGDEN STREET FOODS INV8329,INV8329,ACH-CR,751013.05
BT-000272,2026-07-21,8407.80,credit,ACH DEP EMIGRATION KITCHEN INV8857,INV8857,ACH-CR,759420.85
BT-000282,2026-07-21,416.00,debit,CHECK PAID 4243,4243,CHK,759004.85
BT-000324,2026-07-21,7036.00,debit,CHECK PAID 4261,4261,CHK,751968.85
BT-000328,2026-07-21,398.45,debit,CHECK PAID 4263,4263,CHK,751570.40
BT-000331,2026-07-21,3986.65,credit,ACH CREDIT COTTONWOOD CATERING INV8999,INV8999,ACH-CR,755557.05
BT-000368,2026-07-21,2267.50,credit,ACH CREDIT SALTAIR SUPPER CLUB INV8495,INV8495,ACH-CR,757824.55
BT-000374,2026-07-21,3721.40,debit,CHECK PAID 4280,4280,CHK,754103.15
BT-000384,2026-07-21,6820.60,credit,REMOTE DEP OGDEN STREET FOODS INV8194,INV8194,ACH-CR,760923.75
BT-000385,2026-07-21,4818.80,credit,REMOTE DEP ALTA VISTA BISTRO INV8672,INV8672,ACH-CR,765742.55
BT-000197,2026-07-22,8053.60,debit,CHECK PAID 4203,4203,CHK,757688.95
BT-000212,2026-07-22,4571.75,debit,CHECK PAID 4209,4209,CHK,753117.20
BT-000218,2026-07-22,3169.55,debit,CHECK PAID 4213,4213,CHK,749947.65
BT-000249,2026-07-22,771.75,debit,CHECK PAID 4226,4226,CHK,749175.90
BT-000252,2026-07-22,1508.60,debit,CHECK PAID 4229,4229,CHK,747667.30
BT-000256,2026-07-22,7575.70,debit,CHECK PAID 4231,4231,CHK,740091.60
BT-000340,2026-07-22,7443.20,credit,REMOTE DEP LOGAN CANYON CAFE INV8686,INV8686,ACH-CR,747534.80
BT-000353,2026-07-22,6047.10,debit,CHECK PAID 4271,4271,CHK,741487.70
BT-000371,2026-07-22,1919.70,debit,CHECK PAID 4277,4277,CHK,739568.00
BT-000429,2026-07-22,6245.30,credit,REMOTE DEP ALTAVISTA BSTRO,,ACH-CR,745813.30
BT-000016,2026-07-23,3889.25,credit,ACH DEP JUNIPER TABLE INV8745,INV8745,ACH-CR,749702.55
BT-000039,2026-07-23,5246.55,debit,CHECK PAID 4127,4127,CHK,744456.00
BT-000066,2026-07-23,7413.80,debit,CHECK PAID 4140,4140,CHK,737042.20
BT-000071,2026-07-23,4761.70,credit,ACH DEP REDROCK PROVISIONS INV8116,INV8116,ACH-CR,741803.90
BT-000114,2026-07-23,1518.80,debit,CHECK PAID 4164,4164,CHK,740285.10
BT-000141,2026-07-23,2167.10,debit,CHECK PAID 4176,4176,CHK,738118.00
BT-000190,2026-07-23,588.65,credit,ACH DEP LOGAN CANYON CAFE INV8587,INV8587,ACH-CR,738706.65
BT-000228,2026-07-23,5178.05,debit,CHECK PAID 4217,4217,CHK,733528.60
BT-000289,2026-07-23,4552.55,debit,CHECK PAID 4244,4244,CHK,728976.05
BT-000339,2026-07-23,7627.05,debit,CHECK PAID 4267,4267,CHK,721349.00
BT-000343,2026-07-23,6533.75,debit,CHECK PAID 4268,4268,CHK,714815.25
BT-000362,2026-07-23,7380.75,credit,ACH CREDIT SALTAIR SUPPER CLUB INV8750,INV8750,ACH-CR,722196.00
BT-000394,2026-07-23,6268.55,credit,ACH DEP ANTLP ISL FOODS,,ACH-CR,728464.55
BT-000426,2026-07-23,218.30,credit,REMOTE DEP RCKY MTN POWER,,ACH-CR,728682.85
BT-000430,2026-07-23,4028.55,credit,REMOTE DEP WSTCH DELI,,ACH-CR,732711.40
BT-000460,2026-07-23,2558.95,debit,ACH DEBIT SALT FLATS BEVERAGE,,ACH-DR,730152.45
BT-000461,2026-07-23,2028.35,debit,ACH DEBIT SALT FLATS BEVERAGE,,ACH-DR,728124.10
BT-000462,2026-07-23,2990.90,debit,ACH DEBIT SALT FLATS BEVERAGE,,ACH-DR,725133.20
BT-000029,2026-07-24,5008.35,debit,CHECK PAID 4120,4120,CHK,720124.85
BT-000041,2026-07-24,7717.00,credit,ACH DEP PARK CITY MARKET INV8303,INV8303,ACH-CR,727841.85
BT-000100,2026-07-24,5342.25,debit,CHECK PAID 4161,4161,CHK,722499.60
BT-000101,2026-07-24,5341.90,credit,ACH DEP REDROCK PROVISIONS INV8653,INV8653,ACH-CR,727841.50
BT-000109,2026-07-24,7012.60,credit,ACH DEP MOAB TRADING POST INV8703,INV8703,ACH-CR,734854.10
BT-000110,2026-07-24,7012.60,credit,ACH DEP PROVO PROVISIONS INV8561,INV8561,ACH-CR,741866.70
BT-000130,2026-07-24,6895.95,debit,CHECK PAID 4169,4169,CHK,734970.75
BT-000143,2026-07-24,3560.25,debit,CHECK PAID 4177,4177,CHK,731410.50
BT-000160,2026-07-24,4062.85,credit,ACH DEP HEBER VALLEY FOODS INV8794,INV8794,ACH-CR,735473.35
BT-000163,2026-07-24,3464.90,credit,ACH DEP COPPER RIDGE MARKET INV8619,INV8619,ACH-CR,738938.25
BT-000164,2026-07-24,3465.50,credit,ACH DEP OGDEN STREET FOODS INV8596,INV8596,ACH-CR,742403.75
BT-000178,2026-07-24,2489.45,credit,ACH DEP PARK CITY MARKET INV8846,INV8846,ACH-CR,744893.20
BT-000205,2026-07-24,1304.20,credit,ACH DEP TIMPANOGOS COFFEE INV8641,INV8641,ACH-CR,746197.40
BT-000206,2026-07-24,6584.15,credit,ACH DEP PARK CITY MARKET INV8712,INV8712,ACH-CR,752781.55
BT-000287,2026-07-24,2384.25,credit,ACH DEP GRANITE PEAK FOODS INV8820,INV8820,ACH-CR,755165.80
BT-000314,2026-07-24,3571.25,debit,CHECK PAID 4258,4258,CHK,751594.55
BT-000325,2026-07-24,1678.30,debit,CHECK PAID 4262,4262,CHK,749916.25
BT-000344,2026-07-24,6731.15,credit,REMOTE DEP WASATCH DELI GRP INV8351,INV8351,ACH-CR,756647.40
BT-000398,2026-07-24,4293.30,credit,ACH DEP ALTAVISTA BSTRO,,ACH-CR,760940.70
BT-000413,2026-07-24,4298.30,credit,ACH CREDIT WEBER FLEET SVC,,ACH-CR,765239.00
BT-000416,2026-07-24,1700.00,credit,DEPOSIT BEEHIVE PKG,,ACH-CR,766939.00
BT-000468,2026-07-24,50.10,debit,ACCOUNT MAINT FEE,,FEE,766888.90
BT-000471,2026-07-24,90.05,debit,WIRE FEE,,FEE,766798.85
BT-000067,2026-07-27,2004.15,debit,CHECK PAID 4141,4141,CHK,764794.70
BT-000085,2026-07-27,8230.30,credit,ACH DEP OGDEN STREET FOODS INV8982,INV8982,ACH-CR,773025.00
BT-000086,2026-07-27,8230.30,credit,ACH DEP ALTA VISTA BISTRO INV8627,INV8627,ACH-CR,781255.30
BT-000157,2026-07-27,6875.10,debit,CHECK PAID 4182,4182,CHK,774380.20
BT-000158,2026-07-27,6875.10,debit,CHECK PAID 4183,4183,CHK,767505.10
BT-000166,2026-07-27,3177.40,debit,CHECK PAID 4186,4186,CHK,764327.70
BT-000168,2026-07-27,1849.10,credit,ACH DEP LAKESIDE GRILL INV8177,INV8177,ACH-CR,766176.80
BT-000174,2026-07-27,8231.45,debit,CHECK PAID 4193,4193,CHK,757945.35
BT-000180,2026-07-27,917.85,credit,ACH DEP SILVER FORK CAFE INV8391,INV8391,ACH-CR,758863.20
BT-000193,2026-07-27,2853.90,debit,CHECK PAID 4201,4201,CHK,756009.30
BT-000216,2026-07-27,1210.30,debit,CHECK PAID 4211,4211,CHK,754799.00
BT-000235,2026-07-27,4936.25,credit,ACH DEP BEARCLAW BAKERY INV8937,INV8937,ACH-CR,759735.25
BT-000298,2026-07-27,6648.70,debit,CHECK PAID 4249,4249,CHK,753086.55
BT-000310,2026-07-27,1305.25,debit,CHECK PAID 4256,4256,CHK,751781.30
BT-000317,2026-07-27,4313.00,debit,CHECK PAID 4260,4260,CHK,747468.30
BT-000327,2026-07-27,556.40,credit,ACH DEP TIMPANOGOS COFFEE INV8521,INV8521,ACH-CR,748024.70
BT-000336,2026-07-27,7083.90,credit,REMOTE DEP PARK CITY MARKET INV8843,INV8843,ACH-CR,755108.60
BT-000375,2026-07-27,4332.75,credit,ACH DEP RED BUTTE DINER INV8911,INV8911,ACH-CR,759441.35
BT-000472,2026-07-27,89.30,debit,RETURNED ITEM FEE,,FEE,759352.05
BT-000012,2026-07-28,280.15,debit,CHECK PAID 4112,4112,CHK,759071.90
BT-000032,2026-07-28,20428.05,credit,ACH DEP RED BUTTE DINER INV8549,INV8549,ACH-CR,779499.95
BT-000088,2026-07-28,1246.90,debit,CHECK PAID 4153,4153,CHK,778253.05
BT-000123,2026-07-28,3053.55,credit,ACH DEP HEBER VALLEY FOODS INV8137,INV8137,ACH-CR,781306.60
BT-000198,2026-07-28,8545.35,debit,CHECK PAID 4204,4204,CHK,772761.25
BT-000208,2026-07-28,2319.40,credit,ACH DEP MOAB TRADING POST INV8654,INV8654,ACH-CR,775080.65
BT-000220,2026-07-28,5214.45,credit,ACH DEP JUNIPER TABLE INV8037,INV8037,ACH-CR,780295.10
BT-000222,2026-07-28,4921.80,credit,ACH DEP BONNEVILLE BAGELS INV8593,INV8593,ACH-CR,785216.90
BT-000226,2026-07-28,2549.10,credit,ACH DEP SNOWBASIN CATERING INV8266,INV8266,ACH-CR,787766.00
BT-000233,2026-07-28,2459.25,credit,ACH DEP COPPER RIDGE MARKET INV8916,INV8916,ACH-CR,790225.25
BT-000260,2026-07-28,5272.90,debit,CHECK PAID 4233,4233,CHK,784952.35
BT-000267,2026-07-28,527.75,debit,CHECK PAID 4235,4235,CHK,784424.60
BT-000268,2026-07-28,3955.70,debit,CHECK PAID 4236,4236,CHK,780468.90
BT-000283,2026-07-28,6587.35,credit,ACH DEP LAKESIDE GRILL INV8260,INV8260,ACH-CR,787056.25
BT-000357,2026-07-28,748.70,credit,REMOTE DEP COTTONWOOD CATERING INV8792,INV8792,ACH-CR,787804.95
BT-000363,2026-07-28,4439.50,credit,ACH DEP SILVER FORK CAFE INV8207,INV8207,ACH-CR,792244.45
BT-000367,2026-07-28,1477.00,debit,CHECK PAID 4276,4276,CHK,790767.45
BT-000397,2026-07-28,1596.15,credit,REMOTE DEP COPPER RDG MKT,,ACH-CR,792363.60
BT-000437,2026-07-28,4734.30,credit,REMOTE DEP BATCH 694,,DEP,797097.90
BT-000466,2026-07-28,52.10,debit,ACH ORIGINATION FEE,,FEE,797045.80
BT-000470,2026-07-28,24.25,debit,RETURNED ITEM FEE,,FEE,797021.55
BT-000485,2026-07-28,340.10,credit,MISC CREDIT ADJ 4471,,ACH-CR,797361.65
BT-000019,2026-07-29,8310.70,debit,CHECK PAID 4114,4114,CHK,789050.95
BT-000028,2026-07-29,5860.85,credit,ACH DEP COTTONWOOD CATERING INV8110,INV8110,ACH-CR,794911.80
BT-000057,2026-07-29,872.60,debit,CHECK PAID 4134,4134,CHK,794039.20
BT-000090,2026-07-29,4261.00,debit,CHECK PAID 4155,4155,CHK,789778.20
BT-000116,2026-07-29,2887.75,debit,CHECK PAID 4165,4165,CHK,786890.45
BT-000121,2026-07-29,3936.80,credit,ACH DEP JUNIPER TABLE INV8674,INV8674,ACH-CR,790827.25
BT-000122,2026-07-29,3936.80,credit,ACH DEP BEARCLAW BAKERY INV8846,INV8846,ACH-CR,794764.05
BT-000124,2026-07-29,5875.25,debit,CHECK PAID 4167,4167,CHK,788888.80
BT-000221,2026-07-29,2615.50,debit,CHECK PAID 4214,4214,CHK,786273.30
BT-000234,2026-07-29,7746.70,debit,CHECK PAID 4221,4221,CHK,778526.60
BT-000251,2026-07-29,3401.60,debit,CHECK PAID 4228,4228,CHK,775125.00
BT-000280,2026-07-29,4431.20,credit,ACH DEP LAKESIDE GRILL INV8371,INV8371,ACH-CR,779556.20
BT-000295,2026-07-29,7103.65,credit,ACH DEP GRANITE PEAK FOODS INV8759,INV8759,ACH-CR,786659.85
BT-000302,2026-07-29,8591.50,debit,CHECK PAID 4252,4252,CHK,778068.35
BT-000326,2026-07-29,5107.25,credit,ACH DEP REDROCK PROVISIONS INV8501,INV8501,ACH-CR,783175.60
BT-000330,2026-07-29,7411.95,credit,REMOTE DEP BONNEVILLE BAGELS INV8446,INV8446,ACH-CR,790587.55
BT-000332,2026-07-29,3052.90,credit,ACH CREDIT RED BUTTE DINER INV8811,INV8811,ACH-CR,793640.45
BT-000348,2026-07-29,1500.15,credit,REMOTE DEP COTTONWOOD CATERING INV8159,INV8159,ACH-CR,795140.60
BT-000351,2026-07-29,3266.95,credit,DEPOSIT WASATCH DELI GRP INV8015,INV8015,ACH-CR,798407.55
BT-000372,2026-07-29,5770.50,debit,CHECK PAID 4278,4278,CHK,792637.05
BT-000473,2026-07-29,47.10,debit,WIRE FEE,,FEE,792589.95
BT-000478,2026-07-29,1353.70,debit,ACH DEBIT ROCKY MOUNTAIN POWER,,ACH-DR,791236.25
BT-000024,2026-07-30,433.60,debit,CHECK PAID 4118,4118,CHK,790802.65
BT-000068,2026-07-30,3569.90,credit,ACH DEP MOAB TRADING POST INV8309,INV8309,ACH-CR,794372.55
BT-000075,2026-07-30,597.95,credit,ACH DEP SILVER FORK CAFE INV8476,INV8476,ACH-CR,794970.50
BT-000185,2026-07-30,1848.75,debit,CHECK PAID 4198,4198,CHK,793121.75
BT-000199,2026-07-30,7558.35,credit,ACH DEP TIMPANOGOS COFFEE INV8750,INV8750,ACH-CR,800680.10
BT-000215,2026-07-30,1220.85,debit,CHECK PAID 4210,4210,CHK,799459.25
BT-000266,2026-07-30,2766.25,credit,ACH DEP EMIGRATION KITCHEN INV8809,INV8809,ACH-CR,802225.50
BT-000312,2026-07-30,4879.50,debit,CHECK PAID 4257,4257,CHK,797346.00
BT-000369,2026-07-30,6873.45,credit,ACH DEP COTTONWOOD CATERING INV8432,INV8432,ACH-CR,804219.45
BT-000370,2026-07-30,4294.80,credit,DEPOSIT PROVO PROVISIONS INV8368,INV8368,ACH-CR,808514.25
BT-000406,2026-07-30,1482.80,credit,DEPOSIT EMIGRTN KTCHN,,ACH-CR,809997.05
BT-000467,2026-07-30,58.35,debit,WIRE FEE,,FEE,809938.70
BT-000479,2026-07-30,1353.70,debit,ACH DEBIT ROCKY MOUNTAIN POWER,,ACH-DR,808585.00
BT-000023,2026-07-31,3559.40,debit,CHECK PAID 4117,4117,CHK,805025.60
BT-000025,2026-07-31,6957.75,credit,ACH DEP SNOWBASIN CATERING INV8391,INV8391,ACH-CR,811983.35
BT-000027,2026-07-31,11274.50,credit,ACH DEP RED BUTTE DINER INV8327,INV8327,ACH-CR,823257.85
BT-000064,2026-07-31,6243.15,debit,CHECK PAID 4139,4139,CHK,817014.70
BT-000065,2026-07-31,6243.50,credit,ACH DEP HEBER VALLEY FOODS INV8909,INV8909,ACH-CR,823258.20
BT-000104,2026-07-31,569.45,credit,ACH DEP BEARCLAW BAKERY INV8601,INV8601,ACH-CR,823827.65
BT-000177,2026-07-31,1293.85,debit,CHECK PAID 4195,4195,CHK,822533.80
BT-000210,2026-07-31,5729.60,credit,ACH DEP MOAB TRADING POST INV8466,INV8466,ACH-CR,828263.40
BT-000219,2026-07-31,202.55,credit,ACH DEP LAKESIDE GRILL INV8035,INV8035,ACH-CR,828465.95
BT-000238,2026-07-31,2633.15,credit,ACH DEP COTTONWOOD CATERING INV8598,INV8598,ACH-CR,831099.10
BT-000245,2026-07-31,4130.55,debit,CHECK PAID 4225,4225,CHK,826968.55
BT-000258,2026-07-31,6596.70,credit,ACH DEP ALTA VISTA BISTRO INV8516,INV8516,ACH-CR,833565.25
BT-000259,2026-07-31,8049.50,credit,ACH DEP BEARCLAW BAKERY INV8979,INV8979,ACH-CR,841614.75
BT-000271,2026-07-31,1992.50,credit,ACH DEP BEARCLAW BAKERY INV8725,INV8725,ACH-CR,843607.25
BT-000285,2026-07-31,5441.15,credit,ACH DEP BONNEVILLE BAGELS INV8885,INV8885,ACH-CR,849048.40
BT-000293,2026-07-31,7270.50,debit,CHECK PAID 4246,4246,CHK,841777.90
BT-000395,2026-07-31,5333.35,credit,ACH DEP KANAB CRK SPLY,,ACH-CR,847111.25
BT-000424,2026-07-31,2230.20,credit,ACH DEP CEDAR MESA SPC,,ACH-CR,849341.45
BT-000469,2026-07-31,103.10,debit,WIRE FEE,,FEE,849238.35
BT-000474,2026-07-31,103.55,credit,INTEREST CREDIT,,INT,849341.90
BT-000475,2026-07-31,95.55,credit,INTEREST CREDIT,,INT,849437.45
